Apellido,Total
ALGABA,3332
BAJO,3331
ESPINA,3329
GABALDON,3327
CALABUIG,3319
GUILLEM,3317
OCAMPO,3315
TORRAS,3310
LLADO,3309
VARONA,3308
TRAORE,3308
VALDIVIESO,3306
GIJON,3304
CORPAS,3301
MARCH,3300
PACHON,3296
GOICOECHEA,3295
CUADROS,3295
TREJO,3293
BAYONA,3293
HERRAEZ,3293
NOYA,3291
ALBEROLA,3288
DE LA HOZ,3285
PATON,3279
GUILLAMON,3277
JI,3277
REGO,3275
BARRACHINA,3271
LAVIN,3270
MUHAMMAD,3264
ALCOCER,3263
ESCOLANO,3263
HUESO,3263
PIEDRA,3260
ZARZA,3259
SIRVENT,3253
GAMARRA,3252
BORREGUERO,3251
PITARCH,3249
SOLSONA,3247
ALEGRIA,3247
GAMBOA,3246
TRIGUEROS,3242
QUINTELA,3242
IÑIGO,3242
BARRADO,3235
BERTOMEU,3233
DA COSTA,3232
BALDE,3232
MARCHENA,3229
BRENES,3225
DEL TORO,3222
RODERO,3220
RESTREPO,3215
TEJEDA,3215
AZORIN,3211
SERRAT,3210
MANCERA,3209
COLOMA,3209
VICENS,3207
POSE,3206
BORRELL,3206
RODAS,3199
VILLARROEL,3199
BERRIO,3196
ASENSI,3194
VIVO,3192
CASTIÑEIRA,3191
MONEDERO,3187
BOZA,3185
MAGAN,3183
CALLEJAS,3183
QUIJADA,3182
HERNANZ,3179
BALBOA,3177
SOMOZA,3170
GALARZA,3167
PIMENTEL,3167
BARO,3167
TORAL,3167
ARACIL,3163
MAYORGA,3161
CALLEJO,3160
MAESO,3157
BARCENA,3156
DEL CERRO,3155
GANDARA,3155
CEJUDO,3148
TORRALBO,3146
SEIJO,3143
ZARCO,3142
PERONA,3141
GARGALLO,3141
CHAMIZO,3140
AMENGUAL,3139
VILLAESCUSA,3139
TAMARIT,3135
MUR,3131
JAREÑO,3129
HEVIA,3129
MOLANO,3128
POU,3125
COMESAÑA,3121
TORTAJADA,3113
LARROSA,3108
MALAGON,3106
REQUEJO,3105
BATLLE,3103
LERMA,3099
ETXEBERRIA,3099
PELEGRIN,3094
CABRERIZO,3089
MOURE,3089
BAUZA,3086
LEYVA,3081
POLANCO,3080
BROTONS,3079
LLACER,3078
ESTEPA,3077
CASTELLON,3075
DEL HOYO,3074
MARQUINA,3073
ARMENTEROS,3069
BERNAT,3067
TRONCOSO,3065
LLOP,3062
MACHUCA,3061
PIQUER,3060
GELABERT,3060
GASCO,3058
PRADES,3057
CONSTANTIN,3055
FABRA,3053
ESCOBEDO,3052
GIRONA,3048
AGUSTI,3045
SUN,3039
CORDOVA,3035
SICILIA,3032
GONGORA,3032
STAN,3031
MOSCOSO,3023
LUMBRERAS,3021
COLLANTES,3021
LOPERA,3019
MESAS,3012
DIOS,3012
FLOR,3009
CORONA,3007
HERMOSILLA,3000
MIÑANA,2999
NOVILLO,2998
CRUZADO,2997
HERNAN,2991
COLLAZO,2988
GALLEGOS,2985
CANDEL,2984
CUBAS,2977
CAMARENA,2977
PUENTES,2977
LOPES,2976
ALCAÑIZ,2973
MAGRO,2971
GALDON,2968
SOLORZANO,2967
CIUDAD,2965
LUGO,2964
AZCONA,2964
BERBEL,2961
OLIVERAS,2958
GALDEANO,2957
BARRUL,2956
MENDIETA,2953
MELGAREJO,2952
LONDOÑO,2947
ADAME,2947
REGUEIRA,2947
VERDE,2940
LEDO,2940
BOUZAS,2939
ARANGUREN,2938
VARAS,2937
VALDEZ,2934
CAÑELLAS,2934
VILLALON,2932
ENRIQUE,2929
REVERTE,2924
PORTILLA,2920
BELENGUER,2920
VAZ,2918
BATALLA,2917
BAZ,2916
DARIAS,2915
VILALTA,2909
UTRILLA,2909
MADUEÑO,2906
STOICA,2906
CEA,2905
ESPI,2905
GARATE,2902
ZABALETA,2901
OBREGON,2899
MALLO,2897
RIOJA,2896
ILLAN,2896
GAVIRA,2893
MUNUERA,2890
VINUESA,2890
GOMARIZ,2890
PIERA,2886
MONTAÑEZ,2886
MORANT,2886
URIA,2883
PONT,2883
RAYO,2882
ROURA,2881
FABREGAS,2878
VIÑA,2876
TEIJEIRO,2873
CANOSA,2873
ESCOLAR,2871
QIU,2871
LABORDA,2870
JOVE,2869
IVARS,2867
MONTSERRAT,2866
PALACIN,2865
LEMOS,2864
RICART,2863
FANDIÑO,2860
CREMADES,2860
MAYORDOMO,2859
BOADA,2857
MUELA,2854
TROYA,2853
CASTELLA,2853
MIHAI,2852
MAGDALENO,2847
TRUEBA,2847
BENEDICTO,2847
CARRASCAL,2846
LASHERAS,2845
HOLGUIN,2843
ORTIN,2839
ILLESCAS,2836
CLAVERIA,2834
PALLAS,2833
AGUSTIN,2832
MARCHANTE,2830
ELENA,2829
LECHUGA,2827
SALVADO,2826
PUEBLA,2826
LARIOS,2825
MATUTE,2823
VASILE,2821
IQBAL,2816
GHEORGHE,2816
MULA,2815
BOLUDA,2815
ANTONIO,2815
ALEJO,2814
CANTARERO,2813
LANZA,2813
ADELL,2813
GREGORI,2813
ORIHUELA,2810
FOLCH,2810
VILAPLANA,2810
PADIN,2809
INSUA,2806
OSPINA,2805
POPESCU,2805
BONILLO,2802
ETXEBARRIA,2802
CABRAL,2800
CACHO,2799
JUNQUERA,2799
TEROL,2798
PALENZUELA,2794
FORNES,2794
DAVID,2793
HORTELANO,2792
RUBIALES,2791
KEITA,2791
JUSTICIA,2790
ALBARRACIN,2789
ALMODOVAR,2788
PINTOS,2787
ADROVER,2781
BOUZA,2779
LLOBET,2779
MARZO,2779
CORREDOR,2779
ARREDONDO,2778
ELORZA,2769
GOMILA,2768
DONCEL,2764
ULLOA,2762
ALDEA,2760
BOCANEGRA,2756
GUAL,2754
NOGUES,2752
ESCALERA,2751
CUADRA,2749
CUELLO,2749
MAGAÑA,2748
ZAPICO,2743
DOBLAS,2738
COROMINAS,2738
ARNEDO,2734
MONSERRAT,2734
MORAGA,2733
FALL,2733
CAPEL,2732
DE LOS RIOS,2731
OLIVEROS,2726
XIA,2724
ARMERO,2723
CALVIÑO,2723
OVEJERO,2713
GUEDES,2711
AUGUSTO,2706
OÑATE,2701
LAMA,2700
ARREBOLA,2699
CAVERO,2698
CARAZO,2697
PRESA,2693
RIESCO,2691
MOLINS,2690
ARIÑO,2689
GALA,2688
ORGAZ,2685
SUERO,2683
MONCADA,2682
JUEZ,2681
DEL ROSARIO,2679
SALOM,2679
FALCO,2677
CASTELO,2677
ASTORGA,2677
BARBER,2668
PEÑARANDA,2667
FARIÑAS,2666
GAYA,2665
NAVA,2663
ESTRELLA,2659
PAÑOS,2658
CARCELES,2658
MARFIL,2656
CRESPI,2655
MESTRES,2648
SEBASTIA,2648
MENACHO,2647
MALO,2647
LLAMAZARES,2646
VIGIL,2645
ARGUELLO,2645
SARRIA,2644
ARCO,2644
PLATERO,2643
RIBA,2643
RUBIA,2642
BEL,2642
CAÑO,2642
BRUNO,2642
TINOCO,2640
RISCO,2639
CERON,2636
GUEYE,2636
EZQUERRA,2631
TARIN,2628
ESPINOLA,2627
MELCHOR,2626
GRANELL,2626
YU,2626
GORDON,2625
VILLAREJO,2624
TEIXIDO,2622
CALLEJON,2617
GONCALVES,2614
LAINEZ,2612
BOHORQUEZ,2610
ADRIAN,2609
GUAMAN,2608
POYATOS,2608
BATALLER,2606
ABARCA,2606
POL,2601
LIGERO,2600
CABALEIRO,2600
TORRENS,2600
SANTACRUZ,2597
CORREDERA,2597
ALLENDE,2597
SILLERO,2592
ELIZALDE,2592
FEITO,2591
PEDREIRA,2588
BUSTILLO,2587
CALVET,2584
ARMENDARIZ,2582
MEZA,2581
CAMPUZANO,2579
SUREDA,2578
SANTAELLA,2576
OLIVE,2576
MOLTO,2576
VILLALTA,2572
CAVA,2571
ODRIOZOLA,2570
DOPICO,2567
OLALLA,2564
GARRIGOS,2564
COULIBALY,2564
DIAS,2562
SESMA,2561
DE SOUSA,2556
RUFO,2555
CAMARASA,2555
GAONA,2555
VASCO,2555
COLAS,2555
VILLARROYA,2554
DOMENE,2551
DOVAL,2547
LIMON,2546
HUMANES,2546
COMINO,2544
MATEI,2544
VALENCIANO,2543
CARA,2541
GIBERT,2535
SALGUEIRO,2533
MONTANER,2530
CARRIL,2528
ROJANO,2528
CUBILLO,2528
ARRIZABALAGA,2528
OLIVAS,2527
PERNAS,2524
SANJURJO,2522
SANTANDER,2521
PIRIS,2520
GODINO,2519
MOZO,2515
MAMANI,2514
MADARIAGA,2513
ISLA,2512
NOVAS,2504
ZAPATERO,2504
AQUINO,2501
LLABRES,2501
BETHENCOURT,2497
JONES,2497
TENDERO,2496
VIVAR,2496
ARTOLA,2495
CHINEA,2494
PARES,2494
SANGUINO,2493
BAÑON,2491
ESTRUCH,2488
GAMIZ,2488
BARQUIN,2487
CHENG,2486
GARIJO,2485
MANRESA,2482
GEORGIEV,2482
HERRADOR,2481
PARIENTE,2481
BUZON,2480
ARRIAGA,2479
EZQUERRO,2478
VICTORIA,2477
GEORGIEVA,2477
JAUME,2476
MIÑANO,2474
BENET,2474
OLLE,2473
GAY,2472
CAPITAN,2470
LEBRON,2469
ESQUINAS,2466
BAILON,2465
CABANES,2460
GALLART,2454
MANCILLA,2453
MONTAÑA,2449
MORATALLA,2449
FORTUNY,2449
CANCELA,2448
LORITE,2447
DOLZ,2444
AGUDELO,2440
MANCHON,2440
ARENCIBIA,2438
RECUERO,2437
PICHARDO,2437
DEL AGUILA,2437
LOMAS,2432
CAMARGO,2430
DEL ALAMO,2428
VILLALONGA,2428
CLAROS,2427
MAURI,2427
MONTEJO,2427
MAYOL,2426
BLESA,2426
VERGES,2426
VILLEN,2422
PALMER,2422
SALVA,2421
SAN EMETERIO,2420
NAVAJAS,2419
LAGARES,2417
LOIS,2417
COLORADO,2416
ORTI,2416
IGUAL,2415
GRAS,2413
MATESANZ,2413
FLEITAS,2413
CARNICERO,2408
PIRES,2406
DE PRADO,2404
VIEDMA,2397
BRU,2395
GUO,2393
ROMA,2391
BRIZ,2389
BORRALLO,2388
PLANELLS,2387
BERNA,2387
SOW,2387
ARQUES,2384
BELLVER,2384
MANCHADO,2383
JOSE,2383
ALMENARA,2381
JARQUE,2381
COUSO,2379
PERNIA,2378
ALDANA,2378
VIZUETE,2376
CASELLAS,2373
QUERALT,2370
AVENDAÑO,2368
SAUCEDO,2365
BELINCHON,2362
ALAMEDA,2361
HENAO,2360
MENOR,2358
DUAL,2356
FILGUEIRA,2354
MARAÑON,2353
RUSU,2353
DE LA PAZ,2352
FRESNO,2352
MINGORANCE,2351
SARRION,2349
BIELSA,2348
ANDREO,2347
DE FRANCISCO,2346
AMATE,2345
NUEZ,2345
BARAJAS,2342
CAPO,2342
DE LA PUENTE,2341
URREA,2340
UGALDE,2340
GARRO,2339
CHUECA,2339
MONSALVE,2336
AGUILO,2335
ISERN,2335
MOHEDANO,2331
LACALLE,2330
RIZO,2327
CERRILLO,2326
CAICEDO,2326
BENJUMEA,2326
BERMUDO,2324
BERZOSA,2323
SANTISTEBAN,2321
FRUCTUOSO,2320
GAMBIN,2317
OLIVAN,2317
MERLO,2316
ALEJANDRE,2316
FERIA,2315
ANGLADA,2314
MASCARO,2313
IRIGOYEN,2311
DONATE,2311
VIVANCO,2311
OSES,2309
COMA,2305
GIRONES,2305
GOIKOETXEA,2301
ZAZO,2299
LARGO,2298
RIAÑO,2297
BORONAT,2297
LLERA,2296
VECINO,2291
PADIAL,2287
MORAGUES,2287
NAHARRO,2286
ALTUNA,2286
MAÑEZ,2285
DIMITROV,2285
MIÑARRO,2284
BELLES,2283
SERBAN,2282
BONO,2277
DIARRA,2277
OLMEDA,2276
ITURBE,2275
ACEBES,2275
ZAYAS,2274
TRENADO,2273
FERRANDIS,2272
PARERA,2272
STEFAN,2267
CASTAN,2264
GABRIEL,2263
AGIRRE,2263
CASTAÑON,2262
BARBERAN,2259
ESCRIG,2259
AÑON,2258
MANUEL,2256
ALOS,2256
CIOBANU,2255
GIRALT,2254
TATO,2253
RAVELO,2252
SEDEÑO,2250
DIMITROVA,2249
PAYAN,2247
PALAO,2246
PI,2245
ARBELO,2244
OLAYA,2244
BUJAN,2241
BACHILLER,2240
ILIE,2239
BENEYTO,2238
DOBLADO,2238
PINAR,2238
SANTIN,2237
SAIDI,2236
OLLERO,2235
MEDEL,2234
CISSE,2233
MOROTE,2231
VILELA,2227
NOGUERAS,2227
CHICHARRO,2226
SOARES,2226
SARR,2225
BLAYA,2224
MASA,2222
PEDREÑO,2221
AHMAD,2220
BOTE,2217
DIAGO,2216
CELDRAN,2216
PARDOS,2215
TORRENTS,2212
CHAVARRIA,2211
ZHAO,2211
MIER,2208
PONTE,2208
PRIOR,2207
DE LUIS,2207
JUANES,2205
FABREGA,2201
CORCHERO,2201
SANDE,2200
AMOEDO,2195
SORO,2195
MONCAYO,2193
ARMESTO,2193
GUITART,2192
MOLES,2191
SAN SEGUNDO,2191
SAHUQUILLO,2190
BERGES,2189
BURILLO,2188
MUIÑO,2187
LAHUERTA,2184
HUERGA,2184
PAMIES,2184
AIZPURUA,2184
CECILIA,2183
ROCHE,2183
VICEDO,2183
MORTE,2182
LAZAR,2182
BECERRIL,2181
SAÑUDO,2179
MAZON,2178
EL IDRISSI,2178
CHAO,2177
DE VEGA,2177
CAMBRA,2176
DE SOUZA,2175
FORES,2174
FIERRO,2172
GORRIZ,2172
LIZARRAGA,2168
BALBUENA,2164
NUEVO,2163
SALHI,2163
PEÑAFIEL,2162
MEROÑO,2161
DE ARRIBA,2160
MECA,2157
ARDILA,2156
MOURIÑO,2154
ARRIOLA,2152
QUIROZ,2152
ATENCIA,2152
NAJERA,2152
MOREJON,2151
GRAGERA,2147
LAPEÑA,2147
ZUBIZARRETA,2146
YESTE,2146
LEZCANO,2145
FAUS,2144
FORMOSO,2140
ARMADA,2137
SANAHUJA,2134
SOLLA,2133
MONTERDE,2132
YEBRA,2131
ALBIOL,2131
HE,2130
PRECIADO,2129
GUELL,2127
GAYOSO,2127
ROUCO,2126
ALBERCA,2126
LEO,2126
POVEDANO,2126
BAH,2126
FIGUEIRAS,2125
CABANAS,2125
BALSERA,2124
ALTAMIRANO,2124
ANTUÑA,2123
SAYAGO,2121
BARRO,2121
TRAPERO,2119
PALOMERO,2118
CARBAJAL,2116
TARRAGA,2116
FUMERO,2114
BOTANA,2113
FAYOS,2108
AVELLANEDA,2107
MEDEROS,2107
ABAL,2107
MUELAS,2105
FIOL,2105
PAZO,2105
ESQUIVEL,2104
MAGDALENA,2101
FORTEA,2100
SELVA,2099
FORT,2099
BASCUÑANA,2099
CORES,2098
RENEDO,2097
MONASTERIO,2096
DE GRACIA,2092
GARRE,2089
TARAZONA,2089
VAQUERIZO,2089
EXTREMERA,2088
BIOSCA,2088
VINAGRE,2085
ZURDO,2085
REGIDOR,2084
APARISI,2084
FORNER,2083
DE PABLOS,2083
ORIA,2082
CINTAS,2080
SOCORRO,2077
PIQUE,2077
DE VICENTE,2077
NIANG,2077
PENAS,2074
OLANO,2073
SOLDEVILA,2073
ALIAS,2071
CARTAGENA,2071
EL MOUSSAOUI,2071
DOS ANJOS,2070
NAYA,2068
MARUGAN,2067
MONTEIRO,2067
FLOREA,2066
ARTACHO,2064
SUBIRATS,2063
DOÑA,2062
ESCANDELL,2062
EL AMRANI,2061
BRAGADO,2060
CORZO,2059
PORCAR,2053
ALBERTO,2053
HEREDERO,2052
PUJADAS,2050
WILLIAMS,2050
LORES,2049
CABEZUELO,2047
FARRES,2045
GONÇALVES,2045
PAIS,2044
OPREA,2044
ESPADAS,2043
PANDO,2041
MINGO,2040
DE LA MATA,2039
ESCODA,2037
VIÑALS,2034
COSANO,2032
MANEIRO,2031
VALLINA,2028
CEJAS,2026
BRUNET,2024
ESPINAL,2022
CARRIO,2019
CAPELLA,2019
PENALVA,2018
LENDINEZ,2018
BA,2016
BUIL,2015
BEATO,2015
ABDESELAM,2013
BENLLOCH,2011
VILLARES,2009
LLANES,2009
FERRERES,2005
YANEZ,2004
BALLESTERO,2003
BOSQUE,2002
SANTANO,2001
ALGARRA,2001
GERMAN,1999
REVERT,1999
RUIPEREZ,1998
TABERNERO,1996
CORTEZ,1995
MONCHO,1995
VELILLA,1994
ROGER,1994
RONDA,1990
LUCERO,1990
ALMELA,1989
FABIAN,1989
RIGO,1987
HAMED,1987
BURGUEÑO,1986
IMAZ,1985
PEDRO,1984
PUJANTE,1984
BELLOSO,1983
SIGUENZA,1983
CABERO,1982
PUCHADES,1982
TEJERINA,1981
VALIDO,1979
GOYA,1979
LOZA,1979
CAÑAMERO,1978
TROYANO,1977
VALIÑO,1977
ENCISO,1977
COLOMINA,1976
TELLERIA,1974
CIFRE,1973
FIGUEROLA,1973
CABEZON,1969
MACARRO,1969
MASO,1968
THOMAS,1968
LANGA,1966
NEGRO,1966
LUCIO,1964
BAÑULS,1964
FIGUEREDO,1964
ESCAMEZ,1963
SOLANAS,1962
RANDO,1962
VIEITES,1959
SOJO,1955
VAÑO,1954
PEÑATE,1951
KUMAR,1951
COLON,1950
BETANCORT,1949
BARREIRA,1949
DE LA RUBIA,1948
DOPAZO,1947
REGUERO,1947
VILLARRUBIA,1947
SOTOMAYOR,1945
CALLES,1944
CABAÑERO,1944
SERVERA,1944
HERRAN,1943
QUIJANO,1943
MONTON,1942
RIESGO,1942
BAÑO,1941
FERRAN,1941
CALONGE,1938
CORREIA,1938
MASCARELL,1935
PINILLOS,1934
URANGA,1933
PEON,1932
INGLES,1932
GUINEA,1931
VERDAGUER,1929
MANZANERA,1927
CEVALLOS,1927
DOCAMPO,1927
CANTALEJO,1927
CUMPLIDO,1926
MUSTAFA,1926
COBAS,1924
LINDE,1923
MANCHEÑO,1923
ANDUEZA,1920
CARVALHO,1919
BRICEÑO,1918
HUARTE,1918
REPISO,1917
ORIVE,1917
HENARES,1917
QUEZADA,1916
CLARAMUNT,1915
CALVILLO,1913
LIDON,1909
BRAÑA,1908
ROY,1908
ABDELKADER,1907
BARREDO,1906
VAREA,1906
LAGOS,1906
YUBERO,1905
GONZALVO,1904
SUEIRO,1904
VILASECA,1904
PEDROS,1903
MANCHA,1902
MUIÑOS,1902
AMAR,1901
MENCIA,1901
ION,1901
PARAMO,1899
MANERO,1897
PIÑON,1897
MOMPO,1897
BAYARRI,1897
TAHIRI,1897
COLOME,1896
LAMELA,1895
CARRAL,1895
BADIOLA,1895
ESLAVA,1894
MARCHAL,1893
MUNTEANU,1892
TAPIAS,1891
ARGUDO,1890
MENDIOLA,1888
BARRANTES,1887
AGRA,1886
LAO,1884
ANTA,1882
TORNE,1882
ESPAÑOL,1880
TUDOR,1880
FERRON,1879
CORROCHANO,1878
FORCADA,1878
RUPEREZ,1875
SANDU,1875
RAMALLO,1871
GRIMA,1870
DE TORRES,1870
GRANJA,1869
MASSO,1869
PATO,1868
PAMPIN,1867
BARBEITO,1866
VILELLA,1866
FONTANET,1865
GUIU,1865
MAILLO,1865
GARDE,1864
DE BENITO,1862
MOÑINO,1861
BORT,1861
DACOSTA,1861
CADENA,1860
PARGA,1860
ALEJANDRO,1859
HORMIGO,1859
BENALI,1858
LOAIZA,1857
DEL ARCO,1856
MURCIANO,1852
FOLGADO,1851
ARRIAZA,1850
LACRUZ,1849
CARRATALA,1848
MARIMON,1846
BENGOA,1845
BANEGAS,1842
LACASA,1842
POMAR,1842
LIZANA,1840
CASTRILLON,1838
ZAPATER,1837
IRIONDO,1835
PEREGRINA,1833
LOJO,1833
PIÑERA,1833
BASTOS,1832
CONSUEGRA,1832
BOLADO,1832
ESTELLES,1831
BEITIA,1829
CELADA,1828
BROWN,1828
BALCELLS,1826
ESPIGARES,1824
VALDERAS,1824
CREUS,1824
ZHAN,1824
VIÑUELA,1823
RAGA,1820
MURESAN,1820
SENA,1819
MAZO,1819
NACHER,1816
PALOU,1812
MELIA,1810
LUPIAÑEZ,1809
ROSSI,1809
NOVELLA,1808
LAZCANO,1808
VIGARA,1808
NIEVA,1807
CELAYA,1807
LAZO,1806
PEGUERO,1806
SABIO,1805
VALLEJOS,1805
NEGRETE,1805
ALBACETE,1804
ITURRALDE,1803
PLAZAS,1802
POYATO,1801
CARCELLER,1798
NOVA,1798
DE TORO,1798
DELICADO,1798
CEREZUELA,1797
MERCADAL,1796
POCH,1796
GOZALO,1794
CIVERA,1794
DE MINGO,1794
CABRE,1794
CLARES,1790
CAZALLA,1789
MEZQUITA,1788
ISIDRO,1788
LEE,1787
CARDOZO,1786
ADAM,1784
QUIÑONERO,1783
MANZANERO,1782
JORQUERA,1782
FERRIZ,1780
VELOSO,1780
SINTES,1779
SUÑE,1778
POZAS,1778
PETROVA,1778
PIRIZ,1777
RENTERO,1775
MONFORTE,1774
EGAÑA,1774
CADIZ,1773
RAVENTOS,1773
BETANCOURT,1772
ROSIQUE,1771
ALAMINOS,1771
HOYO,1770
MONLEON,1770
RABANAL,1770
ABUIN,1769
BORDON,1769
FIGUEIRA,1766
GAÑAN,1764
SOCAS,1762
CULEBRAS,1762
MULLER,1762
DINU,1762
ENCARNACION,1761
CALA,1760
OCON,1760
ASTUDILLO,1759
JERONIMO,1758
CARLOS,1756
CASAÑAS,1755
GARAU,1754
MASIA,1754
MURGA,1753
FLORIT,1752
GASTON,1752
JANE,1752
COLINO,1749
SUÑER,1748
ALES,1747
MOLINO,1746
DE SANTIAGO,1746
MADRAZO,1745
TUBIO,1745
SORRIBES,1745
FEMENIA,1741
URDIALES,1741
BARRY,1741
TAYLOR,1741
COTS,1740
TRAVER,1740
BEA,1739
TALENS,1739
PORTAS,1738
RULL,1738
TASCON,1736
CAMUÑAS,1735
HONRUBIA,1735
RECASENS,1734
RODES,1732
TARRES,1731
ORENES,1731
CENTELLES,1730
CARBALLIDO,1729
LUZON,1728
VALOR,1727
REMON,1726
BLAY,1726
PESCADOR,1725
TUÑON,1725
HASSAN,1725
TOMA,1725
MOSTEIRO,1724
BALADO,1724
MALLEN,1721
DE LA MORENA,1721
CELIS,1720
TRIAS,1720
MUDARRA,1720
CIDONCHA,1719
ESTUPIÑAN,1718
CORUJO,1717
RASCON,1715
DE SANTOS,1714
CLAVER,1713
ROBAINA,1712
BERENGUEL,1712
RAJA,1712
TARRAGO,1711
VILLARINO,1711
VILLAMOR,1710
MUNAR,1709
IRIBARREN,1708
MORUNO,1708
MIRET,1706
CARRIZO,1706
SERANTES,1706
OGANDO,1705
SERROUKH,1705
TERRONES,1704
BENEITEZ,1704
CASCO,1703
GATO,1703
OLAIZOLA,1703
CABALLE,1702
PRIMO,1701
BALSALOBRE,1699
URQUIJO,1698
TORT,1698
FOFANA,1695
LUPU,1695
RIU,1694
JUNCAL,1694
FUSTE,1694
MONTOLIU,1694
ACHA,1693
DEL PRADO,1692
BARNES,1692
GANCEDO,1691
CABA,1690
PERAZA,1690
YEBENES,1689
CORCHADO,1689
MORAIS,1688
CESAR,1687
FENOLL,1686
ANDREI,1686
BENGOECHEA,1685
PETROV,1685
SUBIRANA,1684
FONS,1683
VELO,1682
BLEDA,1682
MOREY,1682
CRISTEA,1682
ORTOLA,1681
VILLAGRASA,1679
AZCARATE,1678
BORRAJO,1678
BARRIUSO,1677
ABAJO,1677
ESPIÑEIRA,1673
CASO,1673
MANTECON,1673
LIÑARES,1672
CANELA,1672
LERA,1671
RECALDE,1671
CUERVA,1671
VALERIO,1671
LLOMPART,1671
TOURE,1670
GAYO,1669
VELIZ,1669
CALVETE,1669
BANDERA,1668
APARICI,1668
DIOUF,1668
JUSTE,1667
OLVERA,1666
VARGA,1666
CASQUERO,1665
CALIN,1665
GUIJO,1663
MOLDES,1662
LARRINAGA,1661
BACA,1661
ORTEGO,1660
SALINERO,1660
HORRILLO,1659
SOCIAS,1659
CARDO,1658
PREGO,1656
CARBALLEIRA,1655
MANTILLA,1655
TOURAY,1655
CERVERO,1654
PORTALES,1654
ARGENTE,1653
MADERO,1651
GOMAR,1651
CASTIÑEIRAS,1650
MEGIA,1650
SAN PEDRO,1649
BEDMAR,1649
PALOP,1648
PORTOLES,1648
CARCELEN,1647
ARA,1647
LODEIRO,1646
OÑA,1645
VILLAFRANCA,1644
JUSTINIANO,1643
ESTUDILLO,1642
DOÑATE,1642
PASTORIZA,1642
STANCIU,1642
TAMARGO,1641
VAQUER,1640
CERVILLA,1638
IVORRA,1638
MASEDA,1638
PECO,1637
MINAYA,1637
ZABALZA,1637
RUIBAL,1635
DE LA RIVA,1635
ALAVA,1634
QUINTANS,1634
MORETA,1634
TORREBLANCA,1634
SENRA,1633
CORCUERA,1633
NISTAL,1632
NAVEIRA,1632
ABBAS,1632
OSA,1631
RONDON,1630
SOBRADO,1629
AUÑON,1629
CARLES,1629
PISA,1628
PETIT,1626
LU,1623
ARBOLEDA,1622
MADERA,1621
PLANELLES,1621
LAPUENTE,1621
VILLACORTA,1619
NEAGU,1618
CASTELLVI,1616
TARDIO,1616
ESCRIBA,1614
GUARDADO,1610
SEGADO,1610
FONTENLA,1609
OJEA,1609
GILI,1608
LADO,1608
GARIN,1608
ANGLES,1607
AYMERICH,1605
BALAN,1605
FARIAS,1604
EIZAGUIRRE,1604
RIPOLLES,1604
ASIN,1604
MARSAL,1603
OCHANDO,1603
SAN MILLAN,1603
JOHNSON,1603
RUBI,1602
VITORIA,1601
LARIO,1601
ORDUÑA,1599
CARAMES,1599
FEBRER,1599
ORIOL,1598
MEJUTO,1598
MONDRAGON,1597
MENDO,1595
FURIO,1595
COLINA,1593
PERDIGUERO,1592
SELMA,1592
REBOREDO,1592
TEIXIDOR,1591
TOBAR,1591
ALBERTOS,1591
GALMES,1590
MORRO,1590
MOSCARDO,1590
SARDA,1590
ORDAS,1589
HERCE,1587
LLINAS,1585
MARZAL,1585
RIBOT,1584
ANDRADA,1584
CELMA,1584
CELA,1583
ABENZA,1583
HERNAIZ,1583
RISUEÑO,1582
MARRON,1582
FELIP,1580
SARASOLA,1579
CARBONERO,1579
LLULL,1579
TEMPRANO,1578
SERRADILLA,1576
BERZAL,1576
MOROCHO,1575
FENOY,1575
CUSTODIO,1574
DAMIAN,1574
CARPENA,1573
LUACES,1573
ANGHEL,1572
BARRA,1571
SERENA,1571
PASCUA,1570
MESQUIDA,1569
PARRONDO,1569
MONTEJANO,1568
PEREYRA,1567
LEMUS,1566
CAMBRONERO,1563
BASCON,1563
MARICHAL,1562
SORDO,1561
HIGUERO,1560
MOLINOS,1560
BARCALA,1560
PLIEGO,1558
CHOQUE,1556
FEBLES,1556
REYERO,1556
DE LA FLOR,1555
SIGNES,1554
FELICES,1554
FULLANA,1552
NUNES,1551
TARIFA,1550
CALATRAVA,1550
RENGEL,1549
CAPOTE,1549
COLLADOS,1549
CERRADA,1549
ARRUTI,1548
SOTOS,1548
CEDRES,1548
CASAMAYOR,1548
BUGALLO,1547
CARIDE,1547
SANTA CRUZ,1546
FAURA,1545
ESCALADA,1542
MURIAS,1542
ANGUERA,1540
MAGALLON,1539
OSTOS,1537
ALZATE,1536
GARNICA,1536
NAVIO,1536
BOTELLO,1535
ROZALEN,1535
MARGALEF,1534
GAO,1534
BUTRON,1533
SIMBAÑA,1533
ALEJOS,1532
BUJALANCE,1532
FRAU,1532
ROSENDO,1531
BAIXAULI,1529
APONTE,1528
LOMBARDO,1528
MELGUIZO,1528
ALCOVER,1528
BARQUILLA,1527
CARNEIRO,1527
LASSO,1527
IONITA,1527
JESUS,1526
PARICIO,1526
ZARZUELA,1526
VALLECILLO,1524
ALLUE,1524
JORNET,1524
SOLDADO,1523
FERRAGUT,1522
ZUBILLAGA,1521
GALVE,1521
MBAYE,1521
IONESCU,1521
PERIAÑEZ,1519
BARONA,1519
TEJADO,1518
COLOMO,1518
SESE,1517
CHIVA,1517
INSA,1516
DAHMANI,1515
VARON,1514
ESCUDER,1514
LANZAS,1513
OLCINA,1513
